11/3/2005,por,home,75,78,16,23,20,16,18,19,16,25,,
11/5/2005,utah,home,80,102,14,26,21,19,27,19,34,22,,
11/6/2005,lac,home,86,94,15,22,22,27,31,20,17,26,,
11/8/2005,dal,away,98 OT,101,33,24,10,21,10,19,25,24,20,13
11/10/2005,sa,away,71,91,12,21,24,14,23,23,18,27,,
11/12/2005,mem,away,67,96,15,17,19,16,19,32,21,24,,
11/13/2005,cha,away,103,87,26,25,21,31,18,16,29,24,,
11/15/2005,cle,away,88,99,29,18,24,17,24,25,26,24,,
11/17/2005,chi,home,98,85,27,29,24,18,22,22,20,21,,
11/20/2005,mem,home,87,100,20,22,24,21,24,23,32,21,,
11/23/2005,no,home,115,109 3OT,18,36,20,12,29,23,22,17,24,23
11/26/2005,lac,home,87,98,20,22,20,25,28,18,22,30,,
11/28/2005,lac,away,91,103,29,19,15,28,31,23,29,20,,
12/1/2005,min,home,99,107,27,27,30,15,29,22,27,29,,
12/3/2005,lal,away,88,97,20,27,24,17,29,25,17,26,,
12/4/2005,ind,home,104,96,28,28,21,27,29,18,23,26,,
12/6/2005,bos,home,110,106,24,33,25,28,28,27,26,25,,
12/7/2005,phx,away,104,118,37,30,20,17,29,33,21,35,,
12/10/2005,orl,home,109,113,34,31,19,25,24,40,20,29,,
12/12/2005,cha,home,99,87,23,23,27,26,28,24,16,19,,
12/14/2005,dal,away,111,107,33,24,31,23,22,27,28,30,,
12/15/2005,no,away,89,98,17,27,22,23,21,21,26,30,,
12/17/2005,hou,away,83,100,17,22,21,23,26,29,22,23,,
12/18/2005,sa,away,85,104,27,18,22,18,16,33,23,32,,
12/20/2005,wsh,home,101,103,21,20,33,27,25,27,31,20,,
12/22/2005,mem,home,109,99,21,23,35,30,29,25,20,25,,
12/26/2005,sac,away,98,94,21,15,37,25,18,28,24,24,,
12/27/2005,den,home,104,101,26,27,22,29,26,20,32,23,,
12/29/2005,tor,home,111,105,26,29,23,33,30,26,26,23,,
1/1/2005,por,away,88,97,31,17,23,17,18,23,24,32,,
1/3/2005,phi,home,104,112,29,21,27,27,23,29,29,31,,
1/5/2005,bos,away,83,84,23,20,21,19,25,20,27,12,,
1/7/2005,nj,away,72,82,18,18,17,19,28,10,25,19,,
1/9/2005,tor,away,87,109,23,21,17,26,18,24,36,31,,
1/10/2005,chi,away,85,94,22,26,17,20,27,22,35,10,,
1/12/2005,mia,home,91,98,22,25,18,26,25,23,27,23,,
1/14/2005,sea,away,84,103,28,24,19,13,27,25,29,22,,
1/15/2005,lal,home,102,104,29,20,32,21,33,18,26,27,,
1/17/2005,den,home,107,97,26,23,31,27,21,31,22,23,,
1/21/2005,lal,away,101,105,24,27,26,24,26,26,29,24,,
1/22/2005,cle,home,87,105,22,25,26,14,27,29,23,26,,
1/26/2005,nj,home,99,113,14,27,33,25,28,27,28,30,,
1/28/2005,sea,home,85,88,18,25,18,24,23,21,20,24,,
1/29/2005,lac,away,85,96,25,24,24,12,21,28,31,16,,
2/2/2005,sac,home,107 OT,111,22,33,23,18,11,28,15,32,21,15
2/4/2005,no,home,90,82,19,20,22,29,13,29,20,20,,
2/5/2005,den,away,91,107,18,24,25,24,32,32,25,18,,
2/7/2005,mia,away,96,105,25,25,22,24,28,23,30,24,,
2/8/2005,orl,away,113,109,29,32,21,31,30,27,22,30,,
2/11/2005,no,away,108,111,36,24,19,29,27,27,27,30,,
2/13/2005,phx,home,102 OT,106,22,23,25,24,8,31,28,22,13,12
2/15/2005,dal,home,107,114,29,24,35,19,34,33,19,28,,
2/16/2005,sea,away,117,110,26,26,37,28,31,27,21,31,,
2/23/2005,atl,home,101,96,26,32,23,20,27,18,25,26,,
2/27/2005,det,home,88,94,29,16,21,22,25,21,32,16,,
3/1/2005,mem,away,97,99,23,27,25,22,22,31,33,13,,
3/2/2005,min,away,99,93,20,24,24,31,27,24,22,20,,
3/4/2005,wsh,away,103,90,27,26,23,27,19,32,14,25,,
3/6/2005,ny,away,99,115,27,23,27,22,32,28,23,32,,
3/8/2005,phi,away,104,85,24,29,23,28,23,27,17,18,,
3/9/2005,det,away,88,92,19,23,28,18,22,22,30,18,,
3/11/2005,ind,away,83,101,20,20,19,24,30,30,24,17,,
3/12/2005,atl,away,105,92,28,26,36,15,26,14,25,27,,
3/14/2005,hou,home,94,97,12,23,27,32,25,17,34,21,,
3/17/2005,sac,home,100,97,34,23,23,20,23,25,31,18,,
3/18/2005,phx,away,110,100,31,23,28,28,26,27,30,17,,
3/20/2005,sac,away,104,94,25,26,29,24,27,24,21,22,,
3/23/2005,dal,home,97,109,31,23,16,27,28,29,26,26,,
3/25/2005,mil,home,118,117 OT,20,27,34,24,13,27,19,32,27,12
3/28/2005,ny,home,108,100,23,21,32,32,27,17,23,33,,
3/30/2005,mil,away,113,109,24,36,24,29,32,20,29,28,,
4/1/2005,utah,away,108,91,25,27,26,30,29,14,18,30,,
4/3/2005,sea,home,101,92,27,23,26,25,22,19,26,25,,
4/5/2005,hou,home,122,117,26,27,36,33,18,32,34,33,,
4/6/2005,por,away,104,102,33,31,24,16,28,26,28,20,,
4/8/2005,phx,home,127,119,36,22,32,37,37,31,22,29,,
4/10/2005,sa,home,134 2OT,136,25,28,37,27,17,29,20,33,35,19
4/11/2005,den,away,106,122,29,35,22,20,36,32,30,24,,
4/13/2005,min,away,100,116,24,24,29,23,30,26,30,30,,
4/15/2005,por,home,108,88,37,28,22,21,32,23,15,18,,
4/18/2005,lal,home,126,99,33,29,36,28,26,25,26,22,,
